0;0;0;0;land;false;unknown;0
1;212;243;78;land;false;jungle;1
2;50;216;246;land;false;hills;1
3;185;149;202;land;false;hills;1
4;91;236;194;land;false;urban;1
5;234;224;199;land;false;plains;1
6;243;180;161;land;false;forest;1
7;199;193;245;land;false;plains;1
8;186;187;226;land;false;mountain;1
9;200;228;119;land;false;forest;1
10;204;224;85;land;false;forest;1
11;253;159;209;land;false;plains;1
12;237;205;141;land;false;marsh;1
13;250;140;244;land;false;plains;1
14;180;243;243;land;false;plains;1
15;85;226;207;land;false;plains;1
16;208;239;107;land;false;plains;1
17;222;83;246;land;false;plains;1
18;208;222;132;land;false;plains;1
19;63;239;217;land;false;hills;1
20;194;245;210;land;false;forest;1
21;226;232;250;land;false;plains;1
22;221;238;82;land;false;forest;1
23;231;148;159;land;false;desert;1
24;235;193;198;land;false;plains;1
25;248;96;197;land;true;urban;1
26;230;235;102;land;false;plains;1
27;204;178;226;land;false;forest;1
28;122;228;213;land;false;forest;1
29;195;137;243;land;false;forest;1
30;217;107;188;land;false;mountain;1
31;169;175;190;land;false;plains;1
32;174;147;180;land;true;plains;1
33;207;191;109;land;false;hills;1
34;196;160;215;land;false;plains;1
35;226;123;233;land;false;plains;1
36;213;244;54;land;false;hills;1
37;210;226;108;land;false;marsh;1
38;125;233;234;land;true;plains;1
39;170;140;229;land;false;hills;1
40;238;211;91;land;false;plains;1
41;213;210;156;land;false;mountain;1
42;226;174;200;land;false;hills;1
43;242;197;164;land;false;plains;1
44;234;229;253;land;false;hills;1
45;78;246;198;land;false;forest;1
46;210;166;183;land;false;plains;1
47;220;203;200;land;false;mountain;1
48;177;157;243;land;false;mountain;1
49;248;230;82;land;false;forest;1
50;232;232;136;land;false;hills;1
51;153;173;194;land;false;plains;1
52;123;217;249;land;false;forest;1
53;155;148;242;land;false;forest;1
54;230;206;119;land;false;mountain;1
55;218;209;152;land;true;plains;1
56;162;250;159;land;false;plains;1
57;231;120;248;land;false;plains;1
58;223;224;57;land;false;hills;1
59;217;247;226;land;false;plains;1
60;140;183;219;land;false;jungle;1
61;38;242;233;land;false;plains;1
62;246;84;243;land;false;plains;1
63;124;222;253;land;false;hills;1
64;243;133;125;land;false;marsh;1
65;243;177;128;land;false;forest;1
66;161;179;188;land;false;plains;1
67;204;191;119;land;false;forest;1
68;231;147;210;land;false;marsh;1
69;193;175;185;land;false;hills;1
70;211;85;225;land;false;mountain;1
71;144;221;235;land;false;hills;1
72;236;233;141;land;false;forest;1
73;208;147;155;land;false;hills;1
74;219;190;192;land;false;plains;1
75;181;111;235;land;false;plains;1
76;253;58;246;land;false;desert;1
77;149;253;113;land;false;mountain;1
78;120;197;227;land;true;plains;1
79;135;238;237;land;false;plains;1
80;163;250;92;land;true;plains;1
81;250;227;190;land;false;plains;1
82;154;251;164;land;false;plains;1
83;172;172;189;land;false;hills;1
84;221;130;222;land;false;mountain;1
85;149;180;236;land;false;forest;1
86;207;173;213;land;false;plains;1
87;185;224;153;land;false;plains;1
88;252;183;78;land;false;plains;1
89;219;124;223;land;false;forest;1
90;125;233;175;land;false;plains;1
91;197;179;199;land;false;mountain;1
92;146;217;237;land;false;plains;1
93;222;249;234;land;false;plains;1
94;223;54;246;land;false;hills;1
95;206;215;160;land;false;hills;1
96;226;129;222;land;false;plains;1
97;161;236;135;land;false;jungle;1
98;227;67;233;land;false;hills;1
99;245;102;222;land;false;plains;1
100;246;124;184;land;false;plains;1
101;166;157;224;land;false;plains;1
102;154;219;140;land;false;hills;1
