1;arms_factory;2292.00;10.05;1268.00;5.58;0
1;arms_factory;2302.00;10.00;1252.00;1.96;0
1;arms_factory;2283.00;11.50;1270.00;6.08;0
1;arms_factory;2289.00;10.20;1264.00;6.18;0
1;arms_factory;2298.00;10.00;1265.00;4.02;0
1;arms_factory;2293.00;10.00;1260.00;0.41;0
1;industrial_complex;2298.00;10.00;1267.00;3.07;0
1;industrial_complex;2280.00;10.60;1257.00;6.09;0
1;industrial_complex;2285.00;10.00;1250.00;2.47;0
1;industrial_complex;2287.00;10.82;1269.00;5.13;0
1;industrial_complex;2284.00;11.05;1264.00;1.52;0
1;industrial_complex;2292.00;10.00;1265.00;4.54;0
1;air_base;2297.00;10.00;1259.00;5.74;0
1;naval_base;2299.00;10.00;1271.00;-3.93;15643
1;naval_base;2297.00;10.00;1272.00;-3.14;15643
1;naval_base;2300.00;10.00;1256.00;0.00;15643
1;naval_base;2285.00;10.00;1254.00;1.25;15643
1;naval_base;2298.00;10.00;1262.00;-4.47;15643
1;naval_base;2282.00;9.50;1249.00;-0.46;15731
1;naval_base;2290.00;10.00;1248.00;1.57;15643
1;naval_base;2308.00;10.00;1267.00;-1.57;15643
1;naval_base;2284.00;10.48;1274.00;1.11;15643
1;naval_base;2286.00;10.50;1271.00;-3.28;15643
1;bunker;2284.00;11.23;1268.00;4.70;0
1;bunker;2293.00;10.00;1263.00;2.54;0
1;bunker;2282.00;10.13;1257.00;3.74;0
1;bunker;2282.00;10.00;1252.00;0.48;0
1;bunker;2297.00;10.00;1255.00;3.14;0
1;bunker;2289.00;10.00;1270.00;5.81;0
1;bunker;2300.00;10.00;1269.00;2.54;0
1;bunker;2282.00;10.93;1278.00;5.21;0
1;bunker;2286.00;10.00;1251.00;1.59;0
1;bunker;2307.00;10.00;1266.00;4.25;0
1;coastal_bunker;2290.00;10.00;1247.00;1.57;0
1;coastal_bunker;2290.00;10.00;1271.00;-3.14;0
1;coastal_bunker;2279.00;9.85;1254.00;-0.46;0
1;coastal_bunker;2285.00;10.95;1271.00;-3.28;0
1;coastal_bunker;2304.00;10.00;1254.00;0.00;0
1;coastal_bunker;2308.00;9.50;1262.00;-1.57;0
1;coastal_bunker;2283.00;10.40;1277.00;1.11;0
1;coastal_bunker;2298.00;10.00;1259.00;-4.47;0
1;coastal_bunker;2286.00;10.00;1252.00;1.25;0
1;coastal_bunker;2300.00;10.00;1271.00;-3.93;0
1;dockyard;2303.00;10.00;1270.00;-3.93;0
1;anti_air_building;2284.00;11.07;1266.00;4.77;0
1;anti_air_building;2282.00;11.15;1273.00;1.16;0
1;anti_air_building;2285.00;10.10;1257.00;5.28;0
1;synthetic_refinery;2299.00;10.00;1269.00;0.20;0
1;fuel_silo;2289.00;10.25;1260.00;3.22;0
1;radar_station;2294.00;10.00;1264.00;1.13;0
1;rocket_site;2284.00;11.43;1271.00;2.26;0
1;nuclear_reactor;2290.00;10.43;1268.00;0.11;0
2;arms_factory;3384.00;10.80;772.00;0.47;0
2;arms_factory;3407.00;13.05;773.00;2.04;0
2;arms_factory;3396.00;15.80;775.00;4.70;0
2;arms_factory;3399.00;13.30;771.00;2.54;0
2;arms_factory;3376.00;13.00;769.00;3.74;0
2;arms_factory;3406.00;11.20;766.00;0.48;0
2;industrial_complex;3391.00;12.75;773.00;3.14;0
2;industrial_complex;3395.00;11.15;767.00;5.81;0
2;industrial_complex;3408.00;12.40;769.00;2.54;0
2;industrial_complex;3383.00;11.35;775.00;5.21;0
2;industrial_complex;3391.00;10.10;765.00;1.59;0
2;industrial_complex;3397.00;17.20;777.00;4.25;0
2;air_base;3393.00;13.45;773.00;0.99;0
2;naval_base;3395.00;9.73;759.00;-0.32;15646
2;naval_base;3388.00;10.00;763.00;0.00;15646
2;bunker;3403.00;10.00;755.00;2.70;0
2;bunker;3380.00;11.70;771.00;5.72;0
2;bunker;3393.00;12.75;771.00;0.64;0
2;bunker;3402.00;10.45;761.00;4.76;0
2;bunker;3381.00;12.30;778.00;2.61;0
2;bunker;3392.00;15.68;777.00;2.71;0
2;bunker;3413.00;12.80;772.00;0.55;0
2;bunker;3390.00;10.75;768.00;3.21;0
2;bunker;3397.00;17.40;779.00;4.77;0
2;coastal_bunker;3394.00;9.50;759.00;-0.32;0
2;coastal_bunker;3389.00;10.00;764.00;0.00;0
2;dockyard;3388.00;10.00;761.00;0.00;0
2;anti_air_building;3386.00;12.03;776.00;3.22;0
2;anti_air_building;3386.00;10.13;768.00;5.88;0
2;anti_air_building;3373.00;14.23;768.00;2.26;0
2;synthetic_refinery;3403.00;11.15;765.00;0.11;0
2;fuel_silo;3406.00;13.25;778.00;1.67;0
2;radar_station;3394.00;12.25;770.00;6.24;0
2;rocket_site;3390.00;15.50;779.00;0.71;0
2;nuclear_reactor;3383.00;10.85;772.00;4.83;0
3;arms_factory;3503.00;10.00;783.00;4.70;0
3;arms_factory;3495.00;10.00;783.00;2.54;0
3;arms_factory;3489.00;10.00;801.00;3.74;0
3;arms_factory;3501.00;10.00;781.00;0.48;0
3;arms_factory;3489.00;10.00;793.00;3.14;0
3;arms_factory;3494.00;10.00;784.00;5.81;0
3;industrial_complex;3505.00;10.00;790.00;2.54;0
3;industrial_complex;3504.00;10.00;792.00;5.21;0
3;industrial_complex;3494.00;10.00;780.00;1.59;0
3;industrial_complex;3500.00;10.00;784.00;4.25;0
3;industrial_complex;3516.00;10.00;788.00;0.99;0
3;industrial_complex;3520.00;10.00;779.00;3.66;0
3;air_base;3496.00;10.00;781.00;0.04;0
3;naval_base;3522.00;9.73;778.00;0.00;15745
3;naval_base;3489.00;10.00;804.00;-3.73;15438
3;naval_base;3493.00;10.00;791.00;0.59;15438
3;naval_base;3516.00;10.00;790.00;-3.61;15438
3;naval_base;3510.00;9.73;786.00;-1.89;15438
3;naval_base;3493.00;10.00;801.00;1.57;15438
3;naval_base;3490.00;9.50;783.00;-1.57;15438
3;naval_base;3501.00;10.00;786.00;-3.93;15438
3;naval_base;3505.00;9.73;789.00;-2.36;15438
3;naval_base;3491.00;9.73;784.00;-3.14;15438
3;naval_base;3502.00;10.00;779.00;1.33;15438
3;bunker;3487.00;10.00;796.00;0.20;0
3;bunker;3501.00;10.00;780.00;3.22;0
3;bunker;3504.00;10.00;792.00;5.88;0
3;bunker;3489.00;10.00;801.00;2.26;0
3;bunker;3497.00;10.00;784.00;0.11;0
3;bunker;3511.00;10.00;786.00;1.67;0
3;bunker;3517.00;10.00;779.00;5.79;0
3;bunker;3493.00;10.00;799.00;0.71;0
3;bunker;3517.00;10.00;786.00;4.83;0
3;bunker;3494.00;10.00;781.00;0.11;0
3;bunker;3504.00;10.00;781.00;2.78;0
3;coastal_bunker;3514.00;9.50;779.00;-0.24;0
3;coastal_bunker;3487.00;9.50;794.00;-1.57;0
3;coastal_bunker;3508.00;10.00;793.00;-2.36;0
3;coastal_bunker;3494.00;10.00;786.00;-3.14;0
3;coastal_bunker;3516.00;10.00;789.00;-3.61;0
3;coastal_bunker;3489.00;10.00;804.00;-3.73;0
3;coastal_bunker;3491.00;10.00;783.00;-1.57;0
3;coastal_bunker;3501.00;9.50;778.00;0.00;0
3;coastal_bunker;3494.00;10.00;800.00;1.57;0
3;coastal_bunker;3521.00;10.00;783.00;0.00;0
3;coastal_bunker;3503.00;10.00;785.00;-3.93;0
3;dockyard;3505.00;9.73;794.00;-2.36;0
3;anti_air_building;3502.00;10.00;782.00;0.78;0
3;anti_air_building;3489.00;10.00;798.00;2.34;0
3;anti_air_building;3489.00;10.00;795.00;0.18;0
3;synthetic_refinery;3502.00;10.00;780.00;2.84;0
3;fuel_silo;3503.00;10.00;783.00;5.50;0
3;radar_station;3504.00;10.00;791.00;2.61;0
3;rocket_site;3490.00;10.00;801.00;3.45;0
3;nuclear_reactor;3498.00;10.00;782.00;1.29;0
4;arms_factory;3463.00;10.00;784.00;3.74;0
4;arms_factory;3446.00;10.00;797.00;0.48;0
4;arms_factory;3471.00;10.00;787.00;3.14;0
4;arms_factory;3470.00;10.00;781.00;5.81;0
4;arms_factory;3453.00;10.00;800.00;2.54;0
4;arms_factory;3474.00;10.00;797.00;5.21;0
4;industrial_complex;3451.00;10.00;790.00;1.59;0
4;industrial_complex;3468.00;10.00;785.00;4.25;0
4;industrial_complex;3467.00;10.00;795.00;0.99;0
4;industrial_complex;3480.00;10.00;791.00;3.66;0
4;industrial_complex;3454.00;10.00;792.00;0.04;0
4;industrial_complex;3464.00;10.00;782.00;2.70;0
4;air_base;3469.00;10.00;798.00;5.72;0
4;naval_base;3462.00;10.00;797.00;-3.93;15830
4;naval_base;3478.00;9.73;788.00;0.00;15438
4;naval_base;3484.00;9.50;778.00;-1.57;15438
4;naval_base;3475.00;10.00;798.00;-4.25;15830
4;naval_base;3467.00;10.00;778.00;-0.46;15763
4;naval_base;3469.00;10.00;800.00;-3.14;15830
4;naval_base;3474.00;9.73;783.00;0.32;15763
4;naval_base;3453.00;9.50;786.00;0.00;15763
4;naval_base;3444.00;9.50;791.00;-0.79;15830
4;naval_base;3440.00;9.73;794.00;-1.57;15830
4;naval_base;3447.00;9.73;801.00;-3.14;15830
4;bunker;3456.00;10.00;792.00;5.88;0
4;bunker;3483.00;10.00;788.00;2.26;0
4;bunker;3469.00;10.00;798.00;0.11;0
4;bunker;3441.00;10.00;796.00;1.67;0
4;bunker;3462.00;10.00;782.00;5.79;0
4;bunker;3448.00;10.00;792.00;0.71;0
4;bunker;3470.00;10.00;793.00;4.83;0
4;bunker;3471.00;10.00;784.00;0.11;0
4;bunker;3466.00;10.00;788.00;2.78;0
4;bunker;3475.00;10.00;797.00;5.44;0
4;bunker;3448.00;10.00;795.00;2.17;0
4;bunker;3452.00;10.00;800.00;3.38;0
4;bunker;3481.00;10.00;781.00;1.22;0
4;coastal_bunker;3457.00;10.00;799.00;-3.93;0
4;coastal_bunker;3469.00;10.00;779.00;-0.46;0
4;coastal_bunker;3442.00;9.73;799.00;-1.57;0
4;coastal_bunker;3475.00;9.73;785.00;-4.12;0
4;coastal_bunker;3484.00;10.00;782.00;-1.57;0
4;coastal_bunker;3483.00;9.50;785.00;0.00;0
4;coastal_bunker;3449.00;9.50;789.00;-0.79;0
4;coastal_bunker;3451.00;10.00;802.00;-3.14;0
4;coastal_bunker;3473.00;10.00;800.00;-3.14;0
4;coastal_bunker;3453.00;9.73;787.00;0.00;0
4;coastal_bunker;3479.00;10.00;796.00;-4.25;0
4;dockyard;3485.00;10.00;780.00;-1.57;0
4;anti_air_building;3466.00;10.00;787.00;5.50;0
4;anti_air_building;3469.00;10.00;794.00;2.24;0
4;anti_air_building;3468.00;10.00;791.00;3.45;0
4;synthetic_refinery;3468.00;10.00;786.00;1.29;0
4;fuel_silo;3461.00;10.00;782.00;2.85;0
4;radar_station;3462.00;10.00;790.00;1.09;0
4;rocket_site;3452.00;10.00;793.00;1.90;0
4;nuclear_reactor;3462.00;10.00;784.00;6.02;0
5;arms_factory;3452.00;10.00;771.00;3.14;0
5;arms_factory;3428.00;11.05;778.00;5.81;0
5;arms_factory;3441.00;10.60;776.00;2.54;0
5;arms_factory;3450.00;10.00;777.00;5.21;0
5;arms_factory;3430.00;10.00;781.00;1.59;0
5;arms_factory;3441.00;10.50;777.00;4.25;0
5;industrial_complex;3456.00;10.00;776.00;0.99;0
5;industrial_complex;3451.00;10.00;770.00;3.66;0
5;industrial_complex;3452.00;10.00;775.00;0.04;0
5;industrial_complex;3451.00;10.00;777.00;2.70;0
5;industrial_complex;3452.00;10.00;771.00;5.72;0
5;industrial_complex;3429.00;11.00;778.00;0.64;0
5;air_base;3432.00;10.00;782.00;4.76;0
5;naval_base;3446.00;9.50;764.00;0.00;15763
5;naval_base;3430.00;9.73;784.00;-3.14;15830
5;naval_base;3448.00;10.00;784.00;-2.90;15830
5;naval_base;3437.00;10.00;788.00;-3.14;15830
5;naval_base;3458.00;10.00;773.00;1.57;15763
5;naval_base;3454.00;9.73;768.00;0.98;15763
5;naval_base;3439.00;9.50;767.00;-0.32;15763
5;bunker;3453.00;10.00;771.00;0.20;0
5;bunker;3433.00;10.00;784.00;3.22;0
5;bunker;3439.00;10.45;778.00;5.88;0
5;bunker;3451.00;10.00;781.00;2.26;0
5;bunker;3446.00;10.30;772.00;0.11;0
5;bunker;3431.00;10.25;771.00;1.67;0
5;bunker;3438.00;10.00;786.00;5.79;0
5;bunker;3437.00;10.00;771.00;0.71;0
5;bunker;3444.00;10.10;768.00;4.83;0
5;bunker;3455.00;10.00;771.00;0.11;0
5;coastal_bunker;3450.00;9.50;764.00;0.00;0
5;coastal_bunker;3432.00;9.50;786.00;-3.14;0
5;coastal_bunker;3429.00;10.00;783.00;-3.14;0
5;coastal_bunker;3450.00;10.00;783.00;-4.39;0
5;coastal_bunker;3452.00;10.00;767.00;0.98;0
5;coastal_bunker;3438.00;9.73;769.00;-0.32;0
5;coastal_bunker;3457.00;10.00;778.00;1.57;0
5;dockyard;3436.00;9.73;788.00;-3.14;0
5;anti_air_building;3452.00;10.00;773.00;5.95;0
5;anti_air_building;3453.00;10.00;777.00;2.33;0
5;anti_air_building;3451.00;10.00;780.00;3.89;0
5;synthetic_refinery;3446.00;10.00;779.00;1.73;0
5;fuel_silo;3449.00;10.00;779.00;4.40;0
5;radar_station;3442.00;10.43;777.00;2.31;0
5;rocket_site;3442.00;10.05;769.00;2.34;0
5;nuclear_reactor;3436.00;10.68;776.00;0.18;0
6;arms_factory;3400.00;10.00;707.00;2.54;0
6;arms_factory;3402.00;10.00;709.00;5.21;0
6;arms_factory;3404.00;10.00;708.00;1.59;0
6;arms_factory;3404.00;10.00;708.00;4.25;0
6;arms_factory;3403.00;10.00;713.00;0.99;0
6;arms_factory;3402.00;10.00;712.00;3.66;0
6;industrial_complex;3402.00;10.00;712.00;0.04;0
6;industrial_complex;3404.00;10.00;711.00;2.70;0
6;industrial_complex;3404.00;10.00;711.00;5.72;0
6;industrial_complex;3408.00;10.00;709.00;0.64;0
6;industrial_complex;3401.00;10.00;705.00;4.76;0
6;industrial_complex;3401.00;10.00;705.00;2.61;0
6;air_base;3395.00;10.00;709.00;2.71;0
6;naval_base;3404.00;10.00;715.00;-2.82;15646
6;naval_base;3394.00;9.50;710.00;-1.57;15646
6;naval_base;3401.00;9.50;704.00;0.79;15833
